team1,team2,score1,score2,winner,win_margin,venue
North Melbourne,Geelong,100,48,North Melbourne,52,Arden St
South Melbourne,Melbourne,106,95,South Melbourne,11,Junction Oval
North Melbourne,Carlton,87,78,North Melbourne,9,Arden St
Richmond,Collingwood,117,87,Richmond,30,Punt Rd
Fitzroy,Essendon,102,58,Fitzroy,44,Brunswick St
Footscray,Melbourne,91,112,Melbourne,21,Western Oval
St Kilda,Geelong,130,59,St Kilda,71,Junction Oval
Hawthorn,South Melbourne,87,110,South Melbourne,23,Glenferrie Oval
Carlton,St Kilda,92,77,Carlton,15,Princes Park
Collingwood,Footscray,132,70,Collingwood,62,Victoria Park
Essendon,North Melbourne,122,34,Essendon,88,Windy Hill
South Melbourne,Fitzroy,58,87,Fitzroy,29,Junction Oval
Geelong,Richmond,89,107,Richmond,18,Kardinia Park
Melbourne,Hawthorn,123,86,Melbourne,37,M.C.G.
Richmond,Carlton,125,93,Richmond,32,Punt Rd
Collingwood,Geelong,128,53,Collingwood,75,Victoria Park
St Kilda,Essendon,75,116,Essendon,41,Junction Oval
Fitzroy,Melbourne,65,69,Melbourne,4,Brunswick St
Footscray,Hawthorn,165,53,Footscray,112,Western Oval
North Melbourne,South Melbourne,74,109,South Melbourne,35,Arden St
Carlton,Collingwood,101,96,Carlton,5,Princes Park
Essendon,Richmond,114,113,Essendon,1,Windy Hill
Hawthorn,Fitzroy,69,94,Fitzroy,25,Glenferrie Oval
Geelong,Footscray,120,77,Geelong,43,Kardinia Park
Melbourne,North Melbourne,113,76,Melbourne,37,M.C.G.
South Melbourne,St Kilda,94,49,South Melbourne,45,Junction Oval
Footscray,Melbourne,102,120,Melbourne,18,M.C.G.
Essendon,Collingwood,76,57,Essendon,19,M.C.G.
Collingwood,Melbourne,100,113,Melbourne,13,M.C.G.
Essendon,Melbourne,150,87,Essendon,63,M.C.G.
