team1,team2,score1,score2,winner,win_margin,venue
Collingwood,Fitzroy,167,94,Collingwood,73,Victoria Park
Essendon,South Melbourne,106,108,South Melbourne,2,Windy Hill
Footscray,Melbourne,58,61,Melbourne,3,Western Oval
Richmond,Hawthorn,109,49,Richmond,60,Punt Rd
St Kilda,North Melbourne,123,48,St Kilda,75,Junction Oval
Fitzroy,Carlton,69,76,Carlton,7,Brunswick St
North Melbourne,Collingwood,39,121,Collingwood,82,Arden St
Geelong,Essendon,92,63,Geelong,29,Corio Oval
Hawthorn,Footscray,76,73,Hawthorn,3,Glenferrie Oval
Melbourne,St Kilda,82,65,Melbourne,17,M.C.G.
South Melbourne,Richmond,77,71,South Melbourne,6,Lake Oval
Carlton,North Melbourne,155,27,Carlton,128,Princes Park
Collingwood,Melbourne,104,57,Collingwood,47,Victoria Park
Essendon,Fitzroy,91,71,Essendon,20,Windy Hill
St Kilda,Footscray,61,52,St Kilda,9,Junction Oval
Richmond,Geelong,65,71,Geelong,6,Punt Rd
Hawthorn,South Melbourne,73,94,South Melbourne,21,Glenferrie Oval
Melbourne,Carlton,83,77,Melbourne,6,M.C.G.
St Kilda,Collingwood,91,115,Collingwood,24,Junction Oval
North Melbourne,Essendon,48,95,Essendon,47,Arden St
Fitzroy,Richmond,71,60,Fitzroy,11,Brunswick St
Footscray,South Melbourne,66,84,South Melbourne,18,Western Oval
Geelong,Hawthorn,125,43,Geelong,82,Corio Oval
Carlton,St Kilda,108,97,Carlton,11,Princes Park
Collingwood,Footscray,116,77,Collingwood,39,Victoria Park
Essendon,Melbourne,89,79,Essendon,10,Windy Hill
Hawthorn,Fitzroy,34,104,Fitzroy,70,Glenferrie Oval
South Melbourne,Geelong,88,104,Geelong,16,Lake Oval
Richmond,North Melbourne,135,40,Richmond,95,Punt Rd
Collingwood,Carlton,106,83,Collingwood,23,Victoria Park
St Kilda,Essendon,90,53,St Kilda,37,Junction Oval
Fitzroy,South Melbourne,109,92,Fitzroy,17,Brunswick St
Footscray,Geelong,98,81,Footscray,17,Western Oval
North Melbourne,Hawthorn,51,66,Hawthorn,15,Arden St
Melbourne,Richmond,62,86,Richmond,24,M.C.G.
Carlton,Footscray,82,26,Carlton,56,Princes Park
Essendon,Collingwood,66,109,Collingwood,43,Windy Hill
Geelong,Fitzroy,78,38,Geelong,40,Corio Oval
Hawthorn,Melbourne,90,77,Hawthorn,13,Glenferrie Oval
South Melbourne,North Melbourne,109,36,South Melbourne,73,Lake Oval
Richmond,St Kilda,53,63,St Kilda,10,Punt Rd
Carlton,Geelong,69,89,Geelong,20,M.C.G.
Collingwood,Richmond,94,91,Collingwood,3,M.C.G.
Collingwood,Geelong,65,91,Geelong,26,M.C.G.
Collingwood,Geelong,100,70,Collingwood,30,M.C.G.
